090000,133000
143,505,404,423,501,508,506,509,507,530,531,532,533,534,535,483,413
091905,262.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
091910,262.90,10707,186,-,-,-,-,-,-,-,-,-,-,-,186,10707
091920,263.00,10714,186,-,-,-,-,-,-,-,-,-,-,-,-,7
091925,262.56,10714,186,-,-,-,-,-,-,-,-,-,-,-,-,0
091930,262.56,10732,187,-,-,-,-,-,-,-,-,-,-,-,1,18
091935,262.64,11099,192,-,-,-,-,-,-,-,-,-,-,-,5,367
091945,262.63,11103,192,-,-,-,-,-,-,-,-,-,-,-,-,4
091950,263.05,11471,196,-,-,-,-,-,-,-,-,-,-,-,4,368
091955,262.53,11607,198,-,-,-,-,-,-,-,-,-,-,-,2,136
092000,262.51,12016,202,-,-,-,-,-,-,-,-,-,-,-,4,409
092010,262.42,12316,205,-,-,-,-,-,-,-,-,-,-,-,3,300
092015,262.42,12339,205,-,-,-,-,-,-,-,-,-,-,-,-,23
092020,262.50,12339,205,-,-,-,-,-,-,-,-,-,-,-,-,0
092025,262.50,12400,206,-,-,-,-,-,-,-,-,-,-,-,1,61
092030,262.50,12400,206,-,-,-,-,-,-,-,-,-,-,-,-,0
092035,262.50,12466,208,-,-,-,-,-,-,-,-,-,-,-,2,66
092040,262.50,12476,208,-,-,-,-,-,-,-,-,-,-,-,-,10
092045,262.94,12545,209,-,-,-,-,-,-,-,-,-,-,-,1,69
092050,262.50,12545,209,-,-,-,-,-,-,-,-,-,-,-,-,0
092055,262.50,12545,209,-,-,-,-,-,-,-,-,-,-,-,-,0
092100,262.50,12545,209,-,-,-,-,-,-,-,-,-,-,-,-,0
092105,262.50,12545,209,-,-,-,-,-,-,-,-,-,-,-,-,0
092110,262.49,12641,211,-,-,-,-,-,-,-,-,-,-,-,2,96
092120,262.51,12641,211,-,-,-,-,-,-,-,-,-,-,-,-,0
092125,262.51,12664,212,-,-,-,-,-,-,-,-,-,-,-,1,23
092140,262.96,12699,212,-,-,-,-,-,-,-,-,-,-,-,-,35
092150,262.95,12729,213,-,-,-,-,-,-,-,-,-,-,-,1,30
092200,262.95,12734,213,-,-,-,-,-,-,-,-,-,-,-,-,5
092210,262.95,12734,213,-,-,-,-,-,-,-,-,-,-,-,-,0
092215,262.87,12800,214,-,-,-,-,-,-,-,-,-,-,-,1,66
092230,262.43,12820,214,-,-,-,-,-,-,-,-,-,-,-,-,20
092235,262.43,12850,214,-,-,-,-,-,-,-,-,-,-,-,-,30
092240,262.41,12876,215,-,-,-,-,-,-,-,-,-,-,-,1,26
092245,262.43,12876,215,-,-,-,-,-,-,-,-,-,-,-,-,0
092250,262.43,12876,215,-,-,-,-,-,-,-,-,-,-,-,-,0
092255,262.43,12904,216,-,-,-,-,-,-,-,-,-,-,-,1,28
092300,262.41,12934,216,-,-,-,-,-,-,-,-,-,-,-,-,30
092305,262.41,12938,216,-,-,-,-,-,-,-,-,-,-,-,-,4
092315,262.85,12939,216,-,-,-,-,-,-,-,-,-,-,-,-,1
092320,262.85,12942,216,-,-,-,-,-,-,-,-,-,-,-,-,3
092330,262.85,12942,216,-,-,-,-,-,-,-,-,-,-,-,-,0
092335,262.85,12993,217,-,-,-,-,-,-,-,-,-,-,-,1,51
092345,262.85,12993,217,-,-,-,-,-,-,-,-,-,-,-,-,0
092350,262.85,12999,217,-,-,-,-,-,-,-,-,-,-,-,-,6
092355,262.41,13054,222,-,-,-,-,-,-,-,-,-,-,-,5,55
092400,262.32,13121,225,-,-,-,-,-,-,-,-,-,-,-,3,67
092415,262.32,13126,225,-,-,-,-,-,-,-,-,-,-,-,-,5
092420,262.24,13133,225,-,-,-,-,-,-,-,-,-,-,-,-,7
