090000,133000
143,505,404,423,501,508,506,509,507,530,531,532,533,534,535,483,413
091905,230.97,83558,7032,-,-,-,-,-,-,-,-,-,-,-,7032,83558
091910,230.98,83721,7048,-,-,-,-,-,-,-,-,-,-,-,16,163
091915,230.96,83934,7067,-,-,-,-,-,-,-,-,-,-,-,19,213
091920,230.96,84193,7095,-,-,-,-,-,-,-,-,-,-,-,28,259
091925,230.95,84464,7125,-,-,-,-,-,-,-,-,-,-,-,30,271
091930,230.95,84668,7143,-,-,-,-,-,-,-,-,-,-,-,18,204
091935,231.01,84819,7155,-,-,-,-,-,-,-,-,-,-,-,12,151
091945,230.96,85089,7181,-,-,-,-,-,-,-,-,-,-,-,26,270
091950,230.96,85196,7188,-,-,-,-,-,-,-,-,-,-,-,7,107
091955,230.94,85311,7198,-,-,-,-,-,-,-,-,-,-,-,10,115
092000,230.92,85433,7213,-,-,-,-,-,-,-,-,-,-,-,15,122
092005,230.95,85689,7235,-,-,-,-,-,-,-,-,-,-,-,22,256
092010,230.90,85795,7245,-,-,-,-,-,-,-,-,-,-,-,10,106
092020,230.90,86117,7269,-,-,-,-,-,-,-,-,-,-,-,24,322
092025,230.91,86211,7278,-,-,-,-,-,-,-,-,-,-,-,9,94
092030,230.96,86521,7309,-,-,-,-,-,-,-,-,-,-,-,31,310
092040,230.91,86724,7330,-,-,-,-,-,-,-,-,-,-,-,21,203
092045,230.92,86850,7340,-,-,-,-,-,-,-,-,-,-,-,10,126
092050,230.93,86984,7350,-,-,-,-,-,-,-,-,-,-,-,10,134
092055,230.92,87418,7395,-,-,-,-,-,-,-,-,-,-,-,45,434
092100,230.93,87584,7410,-,-,-,-,-,-,-,-,-,-,-,15,166
092105,230.94,87684,7420,-,-,-,-,-,-,-,-,-,-,-,10,100
092115,230.93,87984,7451,-,-,-,-,-,-,-,-,-,-,-,31,300
092120,230.96,88160,7465,-,-,-,-,-,-,-,-,-,-,-,14,176
092125,230.98,88278,7476,-,-,-,-,-,-,-,-,-,-,-,11,118
092130,231.00,88420,7488,-,-,-,-,-,-,-,-,-,-,-,12,142
092135,230.98,88592,7509,-,-,-,-,-,-,-,-,-,-,-,21,172
092140,230.96,88964,7537,-,-,-,-,-,-,-,-,-,-,-,28,372
092150,230.99,89104,7548,-,-,-,-,-,-,-,-,-,-,-,11,140
092155,231.00,89460,7572,-,-,-,-,-,-,-,-,-,-,-,24,356
092210,231.00,89801,7597,-,-,-,-,-,-,-,-,-,-,-,25,341
092215,231.01,90077,7628,-,-,-,-,-,-,-,-,-,-,-,31,276
092225,231.00,90077,7628,-,-,-,-,-,-,-,-,-,-,-,-,0
092230,231.00,90397,7653,-,-,-,-,-,-,-,-,-,-,-,25,320
092235,231.00,90397,7653,-,-,-,-,-,-,-,-,-,-,-,-,0
092240,230.99,90691,7678,-,-,-,-,-,-,-,-,-,-,-,25,294
092245,230.99,90874,7693,-,-,-,-,-,-,-,-,-,-,-,15,183
092250,230.99,91188,7716,-,-,-,-,-,-,-,-,-,-,-,23,314
092255,231.02,91369,7750,-,-,-,-,-,-,-,-,-,-,-,34,181
092300,230.99,91539,7766,-,-,-,-,-,-,-,-,-,-,-,16,170
092305,231.00,92079,7784,-,-,-,-,-,-,-,-,-,-,-,18,540
092310,231.03,92246,7800,-,-,-,-,-,-,-,-,-,-,-,16,167
092315,231.04,92535,7816,-,-,-,-,-,-,-,-,-,-,-,16,289
092320,231.02,92676,7828,-,-,-,-,-,-,-,-,-,-,-,12,141
092325,231.02,92855,7842,-,-,-,-,-,-,-,-,-,-,-,14,179
092330,231.03,92978,7852,-,-,-,-,-,-,-,-,-,-,-,10,123
092335,231.02,93093,7862,-,-,-,-,-,-,-,-,-,-,-,10,115
092340,231.02,93093,7862,-,-,-,-,-,-,-,-,-,-,-,-,0
092345,231.03,93496,7890,-,-,-,-,-,-,-,-,-,-,-,28,403
092355,231.04,93762,7921,-,-,-,-,-,-,-,-,-,-,-,31,266
092400,231.03,93762,7921,-,-,-,-,-,-,-,-,-,-,-,-,0
092410,231.02,94123,7955,-,-,-,-,-,-,-,-,-,-,-,34,361
092415,231.03,94266,7969,-,-,-,-,-,-,-,-,-,-,-,14,143
092420,231.03,94358,7977,-,-,-,-,-,-,-,-,-,-,-,8,92
092425,231.04,94488,7992,-,-,-,-,-,-,-,-,-,-,-,15,130
092430,231.04,94650,8009,-,-,-,-,-,-,-,-,-,-,-,17,162
092435,231.05,94808,8022,-,-,-,-,-,-,-,-,-,-,-,13,158
092440,231.02,94895,8029,-,-,-,-,-,-,-,-,-,-,-,7,87
092445,230.99,95032,8041,-,-,-,-,-,-,-,-,-,-,-,12,137
092450,231.03,95214,8050,-,-,-,-,-,-,-,-,-,-,-,9,182
092455,230.99,95319,8059,-,-,-,-,-,-,-,-,-,-,-,9,105
092500,231.03,95408,8066,-,-,-,-,-,-,-,-,-,-,-,7,89
092505,231.01,95500,8075,-,-,-,-,-,-,-,-,-,-,-,9,92
092515,231.03,95793,8094,-,-,-,-,-,-,-,-,-,-,-,19,293
092520,231.04,95920,8103,-,-,-,-,-,-,-,-,-,-,-,9,127
092525,231.04,96092,8119,-,-,-,-,-,-,-,-,-,-,-,16,172
092530,231.04,96244,8133,-,-,-,-,-,-,-,-,-,-,-,14,152
092535,231.03,96244,8133,-,-,-,-,-,-,-,-,-,-,-,-,0
092540,231.04,96544,8155,-,-,-,-,-,-,-,-,-,-,-,22,300
092555,231.03,97166,8187,-,-,-,-,-,-,-,-,-,-,-,32,622
092600,231.01,97417,8210,-,-,-,-,-,-,-,-,-,-,-,23,251
092605,231.02,97417,8210,-,-,-,-,-,-,-,-,-,-,-,-,0
092610,231.00,97417,8210,-,-,-,-,-,-,-,-,-,-,-,-,0
092615,230.99,97990,8255,-,-,-,-,-,-,-,-,-,-,-,45,573
092620,230.96,98241,8279,-,-,-,-,-,-,-,-,-,-,-,24,251
092635,231.04,98918,8329,-,-,-,-,-,-,-,-,-,-,-,50,677
092645,230.99,99019,8337,-,-,-,-,-,-,-,-,-,-,-,8,101
092650,231.01,99174,8348,-,-,-,-,-,-,-,-,-,-,-,11,155
092655,231.00,99362,8364,-,-,-,-,-,-,-,-,-,-,-,16,188
092700,231.00,99484,8373,-,-,-,-,-,-,-,-,-,-,-,9,122
092705,231.01,99696,8390,-,-,-,-,-,-,-,-,-,-,-,17,212
092710,231.00,99696,8390,-,-,-,-,-,-,-,-,-,-,-,-,0
092715,230.98,99919,8411,-,-,-,-,-,-,-,-,-,-,-,21,223
092725,230.98,100228,8439,-,-,-,-,-,-,-,-,-,-,-,28,309
092730,230.99,100340,8449,-,-,-,-,-,-,-,-,-,-,-,10,112
092735,230.99,100461,8461,-,-,-,-,-,-,-,-,-,-,-,12,121
