090000,133000
143,505,404,423,501,508,506,509,507,530,531,532,533,534,535,483,413
091920,12561.94,59597,2276,-,-,-,-,-,-,-,-,-,-,-,16,325
091930,12558.09,60172,2293,-,-,-,-,-,-,-,-,-,-,-,17,575
091945,12559.84,60520,2310,-,-,-,-,-,-,-,-,-,-,-,17,348
091950,12562.98,61080,2321,-,-,-,-,-,-,-,-,-,-,-,11,560
091955,12558.80,61365,2330,-,-,-,-,-,-,-,-,-,-,-,9,285
092000,12559.65,61825,2339,-,-,-,-,-,-,-,-,-,-,-,9,460
092005,12558.98,61825,2339,-,-,-,-,-,-,-,-,-,-,-,-,0
092010,12559.27,62512,2356,-,-,-,-,-,-,-,-,-,-,-,17,687
092015,12559.20,62597,2359,-,-,-,-,-,-,-,-,-,-,-,3,85
092020,12560.15,62597,2359,-,-,-,-,-,-,-,-,-,-,-,-,0
092025,12560.27,62986,2370,-,-,-,-,-,-,-,-,-,-,-,11,389
092035,12558.71,63541,2389,-,-,-,-,-,-,-,-,-,-,-,19,555
092045,12563.08,63720,2395,-,-,-,-,-,-,-,-,-,-,-,6,179
092050,12559.43,63720,2395,-,-,-,-,-,-,-,-,-,-,-,-,0
092055,12559.33,64253,2409,-,-,-,-,-,-,-,-,-,-,-,14,533
092100,12559.10,64565,2421,-,-,-,-,-,-,-,-,-,-,-,12,312
092110,12558.89,64740,2426,-,-,-,-,-,-,-,-,-,-,-,5,175
092115,12558.85,64876,2431,-,-,-,-,-,-,-,-,-,-,-,5,136
092120,12558.86,64876,2431,-,-,-,-,-,-,-,-,-,-,-,-,0
092125,12558.45,65254,2446,-,-,-,-,-,-,-,-,-,-,-,15,378
092135,12562.37,65623,2460,-,-,-,-,-,-,-,-,-,-,-,14,369
092145,12562.21,65966,2473,-,-,-,-,-,-,-,-,-,-,-,13,343
092200,12562.73,66679,2505,-,-,-,-,-,-,-,-,-,-,-,32,713
092225,12557.75,66875,2515,-,-,-,-,-,-,-,-,-,-,-,10,196
092230,12557.34,66875,2515,-,-,-,-,-,-,-,-,-,-,-,-,0
092235,12556.77,67254,2525,-,-,-,-,-,-,-,-,-,-,-,10,379
092240,12556.86,67569,2537,-,-,-,-,-,-,-,-,-,-,-,12,315
092250,12557.74,67674,2539,-,-,-,-,-,-,-,-,-,-,-,2,105
092255,12557.47,67815,2545,-,-,-,-,-,-,-,-,-,-,-,6,141
092300,12557.03,67919,2550,-,-,-,-,-,-,-,-,-,-,-,5,104
092305,12557.55,68050,2555,-,-,-,-,-,-,-,-,-,-,-,5,131
092310,12561.58,68050,2555,-,-,-,-,-,-,-,-,-,-,-,-,0
092320,12561.59,68455,2570,-,-,-,-,-,-,-,-,-,-,-,15,405
092330,12561.50,68455,2570,-,-,-,-,-,-,-,-,-,-,-,-,0
092335,12561.07,69075,2595,-,-,-,-,-,-,-,-,-,-,-,25,620
092345,12560.85,69131,2597,-,-,-,-,-,-,-,-,-,-,-,2,56
092350,12560.52,69131,2597,-,-,-,-,-,-,-,-,-,-,-,-,0
092355,12556.98,69131,2597,-,-,-,-,-,-,-,-,-,-,-,-,0
092400,12555.36,69651,2619,-,-,-,-,-,-,-,-,-,-,-,22,520
092405,12555.57,69966,2631,-,-,-,-,-,-,-,-,-,-,-,12,315
092415,12555.75,70147,2635,-,-,-,-,-,-,-,-,-,-,-,4,181
092420,12555.31,70273,2641,-,-,-,-,-,-,-,-,-,-,-,6,126
092425,12555.57,70273,2641,-,-,-,-,-,-,-,-,-,-,-,-,0
092435,12554.68,70928,2655,-,-,-,-,-,-,-,-,-,-,-,14,655
092440,12554.88,71136,2660,-,-,-,-,-,-,-,-,-,-,-,5,208
092450,12556.87,71340,2666,-,-,-,-,-,-,-,-,-,-,-,6,204
092455,12556.77,71409,2668,-,-,-,-,-,-,-,-,-,-,-,2,69
092500,12556.90,71515,2673,-,-,-,-,-,-,-,-,-,-,-,5,106
092510,12555.90,71515,2673,-,-,-,-,-,-,-,-,-,-,-,-,0
092515,12555.81,71890,2684,-,-,-,-,-,-,-,-,-,-,-,11,375
092520,12556.08,72335,2695,-,-,-,-,-,-,-,-,-,-,-,11,445
092530,12556.37,72335,2695,-,-,-,-,-,-,-,-,-,-,-,-,0
092540,12556.35,72616,2704,-,-,-,-,-,-,-,-,-,-,-,9,281
092545,12556.35,72616,2704,-,-,-,-,-,-,-,-,-,-,-,-,0
092550,12556.17,72895,2713,-,-,-,-,-,-,-,-,-,-,-,9,279
092555,12556.05,72895,2713,-,-,-,-,-,-,-,-,-,-,-,-,0
092600,12555.38,72895,2713,-,-,-,-,-,-,-,-,-,-,-,-,0
092610,12554.23,72895,2713,-,-,-,-,-,-,-,-,-,-,-,-,0
092615,12554.36,73602,2734,-,-,-,-,-,-,-,-,-,-,-,21,707
092620,12554.38,73902,2743,-,-,-,-,-,-,-,-,-,-,-,9,300
092630,12554.53,74064,2748,-,-,-,-,-,-,-,-,-,-,-,5,162
092635,12554.95,74472,2767,-,-,-,-,-,-,-,-,-,-,-,19,408
092650,12554.77,75877,2808,-,-,-,-,-,-,-,-,-,-,-,41,1405
092730,12554.66,76004,2812,-,-,-,-,-,-,-,-,-,-,-,4,127
092740,12554.74,77203,2843,-,-,-,-,-,-,-,-,-,-,-,31,1199
092755,12554.40,77357,2848,-,-,-,-,-,-,-,-,-,-,-,5,154
092805,12556.17,78107,2868,-,-,-,-,-,-,-,-,-,-,-,20,750
092810,12555.38,78107,2868,-,-,-,-,-,-,-,-,-,-,-,-,0
092815,12556.17,78107,2868,-,-,-,-,-,-,-,-,-,-,-,-,0
092820,12556.39,78895,2890,-,-,-,-,-,-,-,-,-,-,-,22,788
092825,12556.40,79075,2893,-,-,-,-,-,-,-,-,-,-,-,3,180
092830,12555.33,79243,2899,-,-,-,-,-,-,-,-,-,-,-,6,168
092835,12556.70,79517,2907,-,-,-,-,-,-,-,-,-,-,-,8,274
092840,12556.48,79846,2917,-,-,-,-,-,-,-,-,-,-,-,10,329
092845,12556.58,80303,2932,-,-,-,-,-,-,-,-,-,-,-,15,457
092900,12555.49,80414,2935,-,-,-,-,-,-,-,-,-,-,-,3,111
092905,12555.62,80559,2939,-,-,-,-,-,-,-,-,-,-,-,4,145
092910,12555.58,81353,2966,-,-,-,-,-,-,-,-,-,-,-,27,794
092940,12555.42,81498,2970,-,-,-,-,-,-,-,-,-,-,-,4,145
092945,12554.78,81690,2978,-,-,-,-,-,-,-,-,-,-,-,8,192
