090000,133000
143,125,413,101,102,392
091916,46.70,1012,-,-,-
091921,46.70,4,-,-,-
091931,46.70,3,-,-,-
091936,46.65,1,-,-,-
091941,46.65,4,-,-,-
091946,46.75,10,-,-,-
091951,46.70,4,46.70,46.75,-
091956,46.70,6,46.70,46.75,-
092001,46.70,10,46.65,46.70,-
092006,46.70,4,46.65,46.70,-
092011,46.70,3,46.70,46.75,-
092016,46.75,5,46.70,46.75,-
092021,46.75,3,46.70,46.75,-
092036,46.75,60,46.70,46.75,-
092041,46.75,12,46.70,46.75,-
092051,46.75,1,46.70,46.75,-
092101,46.75,6,46.70,46.75,-
092106,46.75,4,46.70,46.75,-
092111,46.75,2,46.70,46.75,-
092136,46.75,31,46.70,46.75,-
092141,46.75,1,46.70,46.75,-
092156,46.75,7,46.70,46.75,-
092207,46.75,5,46.70,46.75,-
092212,46.75,10,46.70,46.75,-
092217,46.70,4,46.70,46.75,-
092222,46.75,2,46.70,46.75,-
092227,46.80,200,46.70,46.80,-
092232,46.80,13,46.75,46.80,-
092242,46.85,69,46.75,46.80,-
092247,46.85,16,46.80,46.80,-
092257,46.90,36,46.85,46.90,-
092307,46.90,51,46.85,46.90,-
092312,46.95,11,46.85,46.90,-
092317,46.95,18,46.85,46.90,-
092322,46.90,4,46.85,46.90,-
092327,46.90,2,46.85,46.90,-
092332,46.90,15,46.85,46.90,-
092337,46.90,11,46.85,46.90,-
092342,46.85,4,46.85,46.90,-
092347,46.90,12,46.85,46.90,-
092352,46.90,7,46.90,46.95,-
092357,46.90,24,46.90,46.95,-
092402,46.95,10,46.85,46.95,-
092407,46.90,2,46.90,46.95,-
092417,46.90,3,46.85,46.90,-
092422,46.90,8,46.85,46.90,-
092427,46.90,5,46.85,46.90,-
092432,46.90,18,46.85,46.90,-
092437,46.85,5,46.85,46.90,-
092442,46.90,6,46.85,46.90,-
092447,46.90,10,46.85,46.90,-
092452,46.90,2,46.90,46.95,-
092457,46.90,4,46.90,46.95,-
092512,46.85,31,46.90,46.95,-
092517,46.85,3,46.90,46.95,-
092527,46.85,15,46.90,46.95,-
092532,46.85,12,46.80,46.85,-
092537,46.85,13,46.80,46.85,-
092542,46.85,3,46.80,46.85,-
092548,46.90,8,46.80,46.85,-
092608,46.90,5,46.85,46.90,-
092618,46.85,5,46.85,46.90,-
092623,46.85,2,46.80,46.90,-
092628,46.85,1,46.80,46.85,-
092653,46.85,7,46.80,46.85,-
092658,46.85,2,46.80,46.85,-
092703,46.85,4,46.80,46.85,-
092708,46.85,6,46.85,46.90,-
092713,46.90,3,46.85,46.90,-
092719,46.85,1,46.85,46.90,-
092729,46.80,1,46.80,46.85,-
092739,46.85,6,46.80,46.85,-
092749,46.85,3,46.80,46.85,-
092804,46.85,4,46.80,46.85,-
092809,46.85,5,46.80,46.85,-
092814,46.85,10,46.80,46.85,-
092819,46.85,6,46.80,46.85,-
092824,46.85,10,46.80,46.85,-
092834,46.85,1,46.80,46.85,-
092839,46.85,3,46.80,46.85,-
092844,46.85,2,46.80,46.85,-
092849,46.80,30,46.80,46.85,-
092854,46.80,34,46.80,46.85,-
092859,46.80,5,46.75,46.80,-
092909,46.75,7,46.75,46.80,-
092919,46.75,1,46.70,46.75,-
092924,46.75,5,46.70,46.75,-
092929,46.75,1,46.70,46.75,-
092949,46.75,6,46.70,46.75,-
092954,46.70,2,46.70,46.75,-
093004,46.75,3,46.70,46.75,-
093049,46.70,33,46.70,46.75,-
093054,46.70,2,46.70,46.75,-
093104,46.75,5,46.70,46.75,-
093154,46.70,14,46.70,46.75,-
093209,46.70,1,46.70,46.75,-
093225,46.75,4,46.70,46.75,-
093250,46.75,16,46.70,46.75,-
093300,46.75,6,46.70,46.75,-
093305,46.75,1,46.70,46.75,-
093315,46.80,22,46.70,46.75,-
093340,46.75,6,46.75,46.80,-
093415,46.75,8,46.75,46.80,-
093440,46.75,5,46.75,46.80,-
093445,46.75,4,46.75,46.80,-
093455,46.80,7,46.75,46.80,-
093520,46.80,6,46.75,46.80,-
093530,46.80,2,46.75,46.80,-
093550,46.80,3,46.75,46.80,-
093555,46.80,1,46.75,46.80,-
093600,46.75,1,46.75,46.80,-
093620,46.75,9,46.75,46.80,-
093630,46.75,1,46.70,46.75,-
093636,46.75,2,46.70,46.75,-
093646,46.75,5,46.70,46.75,-
093716,46.75,22,46.70,46.75,-
093721,46.75,7,46.70,46.75,-
093731,46.75,9,46.70,46.75,-
094002,46.80,61,46.75,46.80,-
094017,46.80,4,46.75,46.80,-
094037,46.80,8,46.75,46.80,-
094052,46.80,5,46.75,46.80,-
094102,46.80,4,46.75,46.80,-
094107,46.75,1,46.75,46.80,-
094112,46.80,1,46.75,46.80,-
094122,46.80,10,46.75,46.80,-
094127,46.75,1,46.75,46.80,-
094157,46.80,141,46.75,46.80,-
094207,46.85,112,46.80,46.85,-
094222,46.80,14,46.80,46.85,-
094227,46.80,25,46.80,46.85,-
094237,46.80,3,46.75,46.80,-
094247,46.80,11,46.75,46.80,-
094257,46.80,10,46.75,46.80,-
094302,46.80,9,46.75,46.80,-
094313,46.85,206,46.75,46.80,-
094318,46.90,5,46.85,46.90,-
094338,46.90,16,46.85,46.90,-
094403,46.90,24,46.85,46.90,-
094408,46.90,16,46.85,46.90,-
094413,46.90,2,46.85,46.90,-
094423,46.90,6,46.85,46.90,-
094433,46.90,14,46.85,46.90,-
094438,46.90,14,46.85,46.90,-
094453,46.90,8,46.85,46.90,-
094458,46.90,10,46.85,46.90,-
094508,46.85,2,46.85,46.90,-
094513,46.85,3,46.85,46.90,-
094518,46.90,4,46.85,46.90,-
094523,46.90,2,46.85,46.90,-
094528,46.90,14,46.85,46.90,-
094533,46.90,5,46.85,46.90,-
094538,46.90,5,46.85,46.90,-
094543,46.85,8,46.85,46.90,-
094548,46.90,33,46.85,46.90,-
094553,46.85,41,46.85,46.90,-
094558,46.90,5,46.85,46.90,-
094608,46.85,10,46.85,46.90,-
094613,46.85,2,46.85,46.90,-
094618,46.85,2,46.85,46.90,-
094628,46.90,108,46.85,46.90,-
094633,46.90,14,46.85,46.90,-
094643,46.85,2,46.85,46.90,-
094648,46.90,21,46.85,46.90,-
094653,46.90,6,46.85,46.90,-
094714,46.80,19,46.85,46.90,-
094719,46.90,6,46.80,46.90,-
094724,46.90,1,46.80,46.90,-
094734,46.90,3,46.80,46.90,-
094754,46.90,16,46.85,46.90,-
094804,46.85,6,46.85,46.90,-
094809,46.90,1,46.85,46.90,-
094824,46.90,30,46.85,46.90,-
094839,46.80,9,46.85,46.90,-
094854,46.80,5,46.80,46.90,-
094914,46.85,6,46.80,46.90,-
094934,46.85,5,46.80,46.90,-
094955,46.80,6,46.80,46.90,-
095025,46.85,27,46.80,46.90,-
095115,46.75,50,46.80,46.90,-
095135,46.80,15,46.80,46.90,-
095145,46.80,1,46.80,46.90,-
095200,46.80,11,46.80,46.90,-
095205,46.80,5,46.80,46.90,-
095210,46.80,5,46.80,46.90,-
095220,46.80,3,46.80,46.90,-
095230,46.80,8,46.80,46.90,-
095250,46.85,8,46.80,46.85,-
095300,46.85,3,46.80,46.85,-
095315,46.85,7,46.80,46.85,-
095320,46.85,11,46.80,46.85,-
095330,46.85,3,46.80,46.85,-
095335,46.85,1,46.80,46.85,-
095411,46.80,14,46.80,46.85,-
095426,46.80,14,46.75,46.80,-
095446,46.75,3,46.75,46.80,-
095451,46.75,2,46.75,46.80,-
095501,46.75,5,46.75,46.80,-
095506,46.80,5,46.75,46.80,-
095511,46.75,5,46.75,46.80,-
095546,46.75,4,46.75,46.80,-
095551,46.75,3,46.75,46.80,-
095556,46.75,2,46.75,46.80,-
095606,46.75,2,46.75,46.80,-
095611,46.75,5,46.75,46.80,-
095616,46.80,5,46.75,46.80,-
095631,46.75,3,46.75,46.80,-
095636,46.75,5,46.75,46.80,-
095641,46.75,1,46.75,46.80,-
095646,46.75,1,46.75,46.80,-
095651,46.75,5,46.75,46.80,-
095656,46.75,14,46.75,46.80,-
095706,46.70,38,46.75,46.80,-
095712,46.70,3,46.70,46.75,-
095717,46.75,3,46.70,46.75,-
095727,46.65,25,46.70,46.75,-
095747,46.65,49,46.65,46.70,-
095752,46.60,12,46.60,46.65,-
095802,46.60,112,46.60,46.65,-
095807,46.60,14,46.60,46.65,-
095812,46.55,3,46.60,46.65,-
095817,46.55,3,46.55,46.60,-
095822,46.70,15,46.55,46.65,-
095827,46.70,1,46.55,46.70,-
095842,46.70,19,46.55,46.70,-
095847,46.60,1,46.55,46.70,-
095852,46.65,2,46.55,46.65,-
095937,46.60,39,46.55,46.70,-
095942,46.65,2,46.55,46.70,-
100002,46.65,14,46.55,46.70,-
100007,46.65,5,46.55,46.70,-
100037,46.70,13,46.55,46.70,-
100042,46.70,3,46.55,46.70,-
100048,46.70,1,46.55,46.70,-
100058,46.65,1,46.55,46.70,-
100138,46.60,51,46.55,46.70,-
100213,46.60,7,46.55,46.60,-
100218,46.55,1,46.55,46.60,-
100248,46.60,9,46.55,46.60,-
100303,46.60,3,46.55,46.60,-
100308,46.60,11,46.55,46.60,-
100313,46.60,2,46.55,46.60,-
100318,46.60,2,46.55,46.60,-
100323,46.60,22,46.55,46.60,-
100333,46.65,2,46.60,46.65,-
100343,46.60,1,46.60,46.65,-
100358,46.60,1,46.60,46.65,-
100418,46.65,38,46.60,46.65,-
100428,46.65,3,46.60,46.65,-
100449,46.65,1,46.60,46.65,-
100524,46.65,6,46.60,46.65,-
100534,46.65,62,46.60,46.65,-
100544,46.65,54,46.60,46.65,-
100554,46.70,3,46.65,46.70,-
100559,46.70,2,46.65,46.70,-
100604,46.65,26,46.65,46.70,-
100614,46.65,6,46.65,46.70,-
100624,46.65,6,46.65,46.70,-
100720,46.65,10,46.65,46.70,-
100745,46.65,25,46.65,46.70,-
100755,46.65,5,46.65,46.70,-
100825,46.65,10,46.65,46.70,-
100830,46.65,5,46.65,46.70,-
100845,46.65,9,46.65,46.70,-
100900,46.65,2,46.65,46.70,-
100905,46.65,1,46.65,46.70,-
100910,46.60,1,46.65,46.70,-
100915,46.65,1,46.65,46.70,-
100920,46.65,1,46.65,46.70,-
100945,46.65,5,46.65,46.70,-
101015,46.70,31,46.65,46.70,-
101040,46.60,16,46.65,46.70,-
101050,46.70,10,46.55,46.60,-
101140,46.70,12,46.60,46.70,-
101145,46.70,10,46.60,46.70,-
101155,46.60,1,46.60,46.70,-
101216,46.70,7,46.60,46.70,-
101306,46.70,12,46.60,46.70,-
101311,46.70,1,46.60,46.70,-
101326,46.70,5,46.60,46.70,-
101431,46.70,20,46.60,46.70,-
101446,46.70,2,46.60,46.70,-
101521,46.70,22,46.60,46.70,-
101531,46.70,2,46.60,46.70,-
101536,46.70,20,46.60,46.70,-
101542,46.70,44,46.60,46.70,-
101602,46.70,4,46.70,46.75,-
101622,46.70,11,46.70,46.75,-
101632,46.65,53,46.70,46.75,-
101657,46.70,8,46.65,46.75,-
101707,46.70,5,46.65,46.75,-
101723,46.70,4,46.65,46.75,-
101743,46.70,3,46.65,46.75,-
101808,46.65,4,46.65,46.75,-
101833,46.65,16,46.65,46.75,-
101848,46.65,6,46.65,46.75,-
102013,46.65,15,46.65,46.75,-
102023,46.65,10,46.65,46.75,-
102028,46.65,16,46.65,46.75,-
102033,46.65,1,46.65,46.75,-
102043,46.65,5,46.65,46.75,-
102048,46.65,1,46.65,46.75,-
102053,46.65,5,46.65,46.75,-
102103,46.65,12,46.65,46.75,-
102113,46.60,10,46.65,46.75,-
102118,46.60,1,46.65,46.75,-
102143,46.60,10,46.65,46.75,-
102203,46.60,2,46.55,46.60,-
102218,46.60,3,46.55,46.60,-
102309,46.60,30,46.55,46.60,-
102419,46.55,39,46.55,46.60,-
102424,46.55,6,46.50,46.55,-
102434,46.60,8,46.50,46.60,-
102444,46.60,10,46.55,46.60,-
102454,46.60,1,46.55,46.60,-
102504,46.60,2,46.55,46.60,-
102514,46.60,5,46.55,46.60,-
102539,46.60,1,46.55,46.60,-
102559,46.60,3,46.55,46.60,-
102604,46.60,15,46.55,46.60,-
102609,46.60,27,46.55,46.60,-
102614,46.65,13,46.55,46.60,-
102624,46.60,3,46.60,46.65,-
102740,46.60,25,46.55,46.60,-
102805,46.65,5,46.60,46.65,-
102846,46.60,13,46.60,46.65,-
102851,46.60,3,46.55,46.60,-
102901,46.60,2,46.55,46.60,-
102921,46.60,15,46.55,46.60,-
102946,46.60,15,46.55,46.60,-
102951,46.65,2,46.55,46.60,-
103016,46.65,27,46.55,46.60,-
103046,46.60,2,46.55,46.60,-
103106,46.60,5,46.55,46.60,-
103121,46.60,13,46.55,46.60,-
103126,46.60,7,46.55,46.60,-
103131,46.55,5,46.60,46.65,-
103141,46.65,8,46.55,46.65,-
103146,46.65,5,46.55,46.65,-
103201,46.55,3,46.55,46.65,-
103211,46.60,5,46.55,46.65,-
103236,46.60,2,46.55,46.65,-
103307,46.60,8,46.55,46.65,-
103327,46.60,17,46.55,46.65,-
103332,46.60,9,46.55,46.65,-
103337,46.65,17,46.55,46.65,-
103342,46.65,5,46.55,46.65,-
103352,46.55,3,46.55,46.65,-
103357,46.65,1,46.55,46.65,-
103427,46.65,17,46.55,46.65,-
103437,46.65,3,46.55,46.65,-
103457,46.60,6,46.55,46.65,-
103502,46.65,2,46.55,46.65,-
103527,46.65,5,46.55,46.65,-
103537,46.60,5,46.55,46.60,-
103627,46.60,13,46.55,46.60,-
103642,46.60,6,46.55,46.60,-
103652,46.60,2,46.55,46.60,-
103657,46.60,1,46.55,46.60,-
103713,46.55,1,46.55,46.60,-
103718,46.60,5,46.55,46.60,-
103723,46.60,2,46.55,46.60,-
103728,46.60,3,46.55,46.60,-
103733,46.60,2,46.55,46.60,-
103748,46.60,10,46.55,46.60,-
103753,46.60,10,46.55,46.60,-
103803,46.60,10,46.55,46.60,-
103828,46.60,2,46.55,46.60,-
103853,46.65,15,46.60,46.65,-
103858,46.65,5,46.60,46.65,-
103918,46.60,6,46.60,46.65,-
103959,46.65,8,46.60,46.65,-
104009,46.65,7,46.60,46.65,-
104059,46.60,19,46.60,46.65,-
104109,46.60,7,46.60,46.65,-
104114,46.65,5,46.60,46.65,-
104144,46.65,3,46.60,46.65,-
104204,46.65,15,46.60,46.65,-
104214,46.65,1,46.60,46.65,-
104224,46.65,5,46.60,46.65,-
104229,46.65,2,46.60,46.65,-
104244,46.65,5,46.60,46.65,-
104304,46.65,11,46.60,46.65,-
104309,46.65,5,46.60,46.65,-
104314,46.65,2,46.60,46.65,-
104329,46.65,5,46.60,46.65,-
104339,46.65,11,46.60,46.65,-
104344,46.65,3,46.60,46.65,-
104410,46.65,5,46.60,46.65,-
104435,46.65,8,46.60,46.65,-
104550,46.60,69,46.60,46.65,-
104555,46.55,3,46.55,46.60,-
104600,46.60,1,46.55,46.60,-
104610,46.60,5,46.55,46.60,-
104615,46.60,5,46.55,46.60,-
104625,46.60,15,46.55,46.60,-
104655,46.60,17,46.55,46.60,-
104726,46.65,2,46.60,46.65,-
104731,46.65,3,46.60,46.65,-
104746,46.60,1,46.60,46.65,-
104751,46.60,2,46.60,46.65,-
104801,46.65,5,46.60,46.65,-
104806,46.65,52,46.60,46.65,-
104811,46.65,1,46.65,46.70,-
104816,46.70,5,46.65,46.70,-
104831,46.70,19,46.65,46.70,-
104836,46.70,2,46.65,46.70,-
104841,46.70,1,46.65,46.70,-
104846,46.70,10,46.65,46.70,-
104856,46.70,4,46.65,46.70,-
104901,46.65,2,46.65,46.70,-
104911,46.70,5,46.65,46.70,-
104921,46.65,4,46.65,46.70,-
104926,46.65,3,46.65,46.70,-
104931,46.65,2,46.65,46.70,-
104936,46.65,2,46.65,46.70,-
104946,46.65,2,46.65,46.70,-
104951,46.65,2,46.65,46.70,-
104956,46.65,2,46.65,46.70,-
105001,46.65,3,46.65,46.70,-
105006,46.70,5,46.65,46.70,-
105016,46.65,24,46.65,46.70,-
105021,46.70,8,46.65,46.70,-
105026,46.65,2,46.65,46.70,-
105032,46.70,6,46.65,46.70,-
105037,46.65,23,46.65,46.70,-
105042,46.65,3,46.65,46.70,-
105057,46.65,15,46.65,46.70,-
105102,46.65,5,46.65,46.70,-
105107,46.65,10,46.65,46.70,-
105112,46.60,2,46.65,46.70,-
105127,46.65,9,46.60,46.65,-
105132,46.60,2,46.60,46.65,-
105142,46.60,7,46.60,46.65,-
105152,46.60,6,46.60,46.65,-
105157,46.65,5,46.60,46.65,-
105212,46.65,3,46.60,46.65,-
105222,46.65,4,46.60,46.65,-
105227,46.65,2,46.60,46.65,-
105242,46.65,24,46.60,46.65,-
105252,46.65,5,46.60,46.65,-
105257,46.65,1,46.60,46.65,-
105302,46.65,1,46.60,46.65,-
105312,46.65,3,46.60,46.65,-
105342,46.65,10,46.60,46.65,-
105422,46.65,22,46.60,46.65,-
105438,46.65,3,46.60,46.65,-
105443,46.70,5,46.60,46.70,-
105453,46.70,7,46.60,46.70,-
105503,46.70,10,46.60,46.70,-
105548,46.60,8,46.60,46.70,-
105603,46.70,10,46.60,46.70,-
105633,46.65,1,46.65,46.70,-
105648,46.70,10,46.60,46.70,-
105653,46.65,2,46.65,46.70,-
105708,46.70,5,46.65,46.70,-
105724,46.70,11,46.65,46.70,-
105729,46.65,3,46.65,46.70,-
105734,46.65,2,46.65,46.65,-
105744,46.65,1,46.65,46.65,-
105749,46.65,6,46.65,46.65,-
105809,46.65,2,46.65,46.65,-
105819,46.65,13,46.65,46.65,-
105829,46.60,1,46.65,46.65,-
105834,46.65,2,46.65,46.65,-
105844,46.65,1,46.65,46.65,-
105849,46.65,10,46.65,46.65,-
105854,46.65,3,46.65,46.65,-
105859,46.65,3,46.65,46.65,-
105904,46.70,5,46.65,46.70,-
105914,46.70,5,46.65,46.70,-
105924,46.70,15,46.65,46.70,-
105949,46.70,2,46.65,46.70,-
105954,46.70,2,46.65,46.70,-
110024,46.70,3,46.65,46.70,-
110029,46.70,5,46.65,46.70,-
110104,46.70,5,46.65,46.70,-
110114,46.65,1,46.65,46.70,-
110140,46.70,12,46.65,46.70,-
110150,46.70,3,46.65,46.70,-
110220,46.70,2,46.65,46.70,-
110245,46.70,5,46.65,46.70,-
110300,46.70,44,46.65,46.70,-
110320,46.70,27,46.65,46.70,-
110325,46.70,15,46.65,46.70,-
110335,46.70,87,46.65,46.70,-
110340,46.75,5,46.70,46.75,-
110350,46.75,20,46.70,46.75,-
110355,46.75,5,46.70,46.75,-
110400,46.70,1,46.70,46.75,-
110410,46.75,13,46.70,46.75,-
110420,46.70,5,46.70,46.75,-
110440,46.75,3,46.65,46.75,-
110445,46.75,7,46.70,46.75,-
110500,46.70,14,46.70,46.75,-
110505,46.70,6,46.65,46.70,-
110515,46.70,3,46.65,46.70,-
110536,46.70,5,46.65,46.70,-
110601,46.65,2,46.65,46.70,-
110606,46.70,3,46.65,46.70,-
110611,46.65,20,46.65,46.70,-
110701,46.70,18,46.65,46.70,-
110716,46.70,2,46.65,46.70,-
