090000,133000
143,505,404,423,501,508,506,509,507,530,531,532,533,534,535,483,413
091905,64.45,1220,108,-,-,-,-,-,-,-,-,-,-,-,108,1220
091910,64.45,1233,110,-,-,-,-,-,-,-,-,-,-,-,2,13
091920,64.47,1247,111,-,-,-,-,-,-,-,-,-,-,-,1,14
091925,64.46,1258,113,-,-,-,-,-,-,-,-,-,-,-,2,11
091930,64.44,1271,115,-,-,-,-,-,-,-,-,-,-,-,2,13
091935,64.44,1278,115,-,-,-,-,-,-,-,-,-,-,-,-,7
091940,64.44,1287,116,-,-,-,-,-,-,-,-,-,-,-,1,9
091945,64.44,1288,116,-,-,-,-,-,-,-,-,-,-,-,-,1
091950,64.44,1290,116,-,-,-,-,-,-,-,-,-,-,-,-,2
091955,64.46,1299,118,-,-,-,-,-,-,-,-,-,-,-,2,9
092000,64.46,1304,118,-,-,-,-,-,-,-,-,-,-,-,-,5
092005,64.46,1311,119,-,-,-,-,-,-,-,-,-,-,-,1,7
092010,64.46,1311,119,-,-,-,-,-,-,-,-,-,-,-,-,0
092015,64.45,1316,119,-,-,-,-,-,-,-,-,-,-,-,-,5
092020,64.47,1326,119,-,-,-,-,-,-,-,-,-,-,-,-,10
092030,64.47,1326,119,-,-,-,-,-,-,-,-,-,-,-,-,0
092035,64.47,1326,119,-,-,-,-,-,-,-,-,-,-,-,-,0
092040,64.47,1330,120,-,-,-,-,-,-,-,-,-,-,-,1,4
092045,64.47,1334,121,-,-,-,-,-,-,-,-,-,-,-,1,4
092050,64.47,1334,121,-,-,-,-,-,-,-,-,-,-,-,-,0
092055,64.46,1338,121,-,-,-,-,-,-,-,-,-,-,-,-,4
092100,64.45,1338,121,-,-,-,-,-,-,-,-,-,-,-,-,0
092105,64.46,1352,123,-,-,-,-,-,-,-,-,-,-,-,2,14
092110,64.46,1354,123,-,-,-,-,-,-,-,-,-,-,-,-,2
092120,64.45,1354,123,-,-,-,-,-,-,-,-,-,-,-,-,0
092125,64.45,1354,123,-,-,-,-,-,-,-,-,-,-,-,-,0
092130,64.45,1365,124,-,-,-,-,-,-,-,-,-,-,-,1,11
092140,64.45,1380,125,-,-,-,-,-,-,-,-,-,-,-,1,15
092145,64.43,1398,127,-,-,-,-,-,-,-,-,-,-,-,2,18
092150,64.43,1398,127,-,-,-,-,-,-,-,-,-,-,-,-,0
092155,64.44,1398,127,-,-,-,-,-,-,-,-,-,-,-,-,0
092200,64.43,1398,127,-,-,-,-,-,-,-,-,-,-,-,-,0
092205,64.44,1398,127,-,-,-,-,-,-,-,-,-,-,-,-,0
092210,64.43,1398,127,-,-,-,-,-,-,-,-,-,-,-,-,0
092215,64.44,1423,130,-,-,-,-,-,-,-,-,-,-,-,3,25
092220,64.44,1425,131,-,-,-,-,-,-,-,-,-,-,-,1,2
092230,64.43,1425,131,-,-,-,-,-,-,-,-,-,-,-,-,0
092235,64.43,1425,131,-,-,-,-,-,-,-,-,-,-,-,-,0
092240,64.43,1428,131,-,-,-,-,-,-,-,-,-,-,-,-,3
092245,64.43,1429,131,-,-,-,-,-,-,-,-,-,-,-,-,1
092250,64.43,1430,131,-,-,-,-,-,-,-,-,-,-,-,-,1
092255,64.43,1431,131,-,-,-,-,-,-,-,-,-,-,-,-,1
092300,64.43,1436,131,-,-,-,-,-,-,-,-,-,-,-,-,5
092305,64.43,1440,132,-,-,-,-,-,-,-,-,-,-,-,1,4
092310,64.43,1446,132,-,-,-,-,-,-,-,-,-,-,-,-,6
092315,64.44,1446,132,-,-,-,-,-,-,-,-,-,-,-,-,0
092320,64.45,1484,136,-,-,-,-,-,-,-,-,-,-,-,4,38
092345,64.42,1485,136,-,-,-,-,-,-,-,-,-,-,-,-,1
092350,64.42,1486,136,-,-,-,-,-,-,-,-,-,-,-,-,1
092355,64.42,1487,136,-,-,-,-,-,-,-,-,-,-,-,-,1
092400,64.42,1498,137,-,-,-,-,-,-,-,-,-,-,-,1,11
092410,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,1
092415,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092420,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092425,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092430,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092435,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092440,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092445,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092455,64.44,1499,137,-,-,-,-,-,-,-,-,-,-,-,-,0
092500,64.44,1512,139,-,-,-,-,-,-,-,-,-,-,-,2,13
092510,64.44,1512,139,-,-,-,-,-,-,-,-,-,-,-,-,0
092515,64.45,1519,139,-,-,-,-,-,-,-,-,-,-,-,-,7
092520,64.44,1531,140,-,-,-,-,-,-,-,-,-,-,-,1,12
092535,64.45,1531,140,-,-,-,-,-,-,-,-,-,-,-,-,0
092540,64.45,1531,140,-,-,-,-,-,-,-,-,-,-,-,-,0
092545,64.45,1554,141,-,-,-,-,-,-,-,-,-,-,-,1,23
092605,64.46,1554,141,-,-,-,-,-,-,-,-,-,-,-,-,0
092610,64.46,1554,141,-,-,-,-,-,-,-,-,-,-,-,-,0
092615,64.46,1564,141,-,-,-,-,-,-,-,-,-,-,-,-,10
092620,64.46,1567,141,-,-,-,-,-,-,-,-,-,-,-,-,3
092630,64.46,1569,141,-,-,-,-,-,-,-,-,-,-,-,-,2
092635,64.46,1590,144,-,-,-,-,-,-,-,-,-,-,-,3,21
092655,64.46,1627,145,-,-,-,-,-,-,-,-,-,-,-,1,37
092715,64.45,1634,146,-,-,-,-,-,-,-,-,-,-,-,1,7
092730,64.44,1655,147,-,-,-,-,-,-,-,-,-,-,-,1,21
092735,64.44,1655,147,-,-,-,-,-,-,-,-,-,-,-,-,0
092750,64.43,1663,148,-,-,-,-,-,-,-,-,-,-,-,1,8
092755,64.43,1664,148,-,-,-,-,-,-,-,-,-,-,-,-,1
092800,64.43,1664,148,-,-,-,-,-,-,-,-,-,-,-,-,0
092805,64.43,1668,148,-,-,-,-,-,-,-,-,-,-,-,-,4
092810,64.43,1668,148,-,-,-,-,-,-,-,-,-,-,-,-,0
092815,64.43,1686,149,-,-,-,-,-,-,-,-,-,-,-,1,18
092825,64.43,1704,150,-,-,-,-,-,-,-,-,-,-,-,1,18
092835,64.43,1705,150,-,-,-,-,-,-,-,-,-,-,-,-,1
092840,64.43,1710,150,-,-,-,-,-,-,-,-,-,-,-,-,5
092850,64.43,1713,151,-,-,-,-,-,-,-,-,-,-,-,1,3
092900,64.44,1718,151,-,-,-,-,-,-,-,-,-,-,-,-,5
092905,64.44,1718,151,-,-,-,-,-,-,-,-,-,-,-,-,0
092910,64.44,1718,151,-,-,-,-,-,-,-,-,-,-,-,-,0
092915,64.44,1721,151,-,-,-,-,-,-,-,-,-,-,-,-,3
092920,64.44,1726,151,-,-,-,-,-,-,-,-,-,-,-,-,5
092930,64.44,1726,151,-,-,-,-,-,-,-,-,-,-,-,-,0
092950,64.44,1754,157,-,-,-,-,-,-,-,-,-,-,-,6,28
093010,64.46,1759,158,-,-,-,-,-,-,-,-,-,-,-,1,5
093025,64.46,1780,162,-,-,-,-,-,-,-,-,-,-,-,4,21
093035,64.46,1790,163,-,-,-,-,-,-,-,-,-,-,-,1,10
093055,64.46,1806,164,-,-,-,-,-,-,-,-,-,-,-,1,16
093115,64.45,1806,164,-,-,-,-,-,-,-,-,-,-,-,-,0
093125,64.45,1834,167,-,-,-,-,-,-,-,-,-,-,-,3,28
093135,64.45,1841,168,-,-,-,-,-,-,-,-,-,-,-,1,7
093140,64.45,1845,168,-,-,-,-,-,-,-,-,-,-,-,-,4
093155,64.44,1854,169,-,-,-,-,-,-,-,-,-,-,-,1,9
093200,64.44,1855,169,-,-,-,-,-,-,-,-,-,-,-,-,1
093215,64.44,1872,171,-,-,-,-,-,-,-,-,-,-,-,2,17
093225,64.44,1872,171,-,-,-,-,-,-,-,-,-,-,-,-,0
093230,64.44,1872,171,-,-,-,-,-,-,-,-,-,-,-,-,0
093235,64.44,1891,174,-,-,-,-,-,-,-,-,-,-,-,3,19
093245,64.43,1907,175,-,-,-,-,-,-,-,-,-,-,-,1,16
093300,64.43,1907,175,-,-,-,-,-,-,-,-,-,-,-,-,0
093305,64.43,1907,175,-,-,-,-,-,-,-,-,-,-,-,-,0
